Filing.Date	Trade.Date	Ticker	Company Name	Insider.Name	Title	Trade.Type	Price	Qty	Owned	ΔOwn	Value	totalValue	Filing.Time	DaysToFile
2024-11-07	2024-11-05	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.61	121632	57,275,308	0%	+$925,342	925619.52	12:52:34	2
2024-11-06	2024-11-04	CCO	Clear Channel Outdoor Holdings, Inc.	Moreno Arturo R	10%	P - Purchase	1.46	5e+05	52,432,534	+1%	+$727,500	730000	18:30:44	2
2024-11-06	2024-11-04	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	10.99	68284	31,757,024	0%	+$750,246	750441.16	18:28:25	2
2024-11-06	2024-11-04	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	16.16	32917	1,754,534	+2%	+$532,030	531938.72	17:38:31	2
2024-11-06	2024-11-04	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	10.7	173657	8,964,777	+2%	+$1,858,580	1858129.9	16:56:47	2
2024-11-06	2024-11-04	DRUG	Bright Minds Biosciences Inc.	Cormorant Asset Management, LP	10%	P - Purchase	21.7	184331	1,059,331	+21%	+$3,999,983	3999982.7	16:20:48	2
2024-11-06	2024-11-04	BACQ	Bleichroeder Acquisition Corp. I	Bleichroeder Sponsor 1 LLC	10%	P - Purchase	10	425000	425,000	New	+$4,250,000	4250000	16:10:28	2
2024-11-06	2024-11-04	EG	Everest Group, Ltd.	Galtney William F Jr	Dir	P - Purchase	348.64	2870	32,822	+10%	+$1,000,595	1000596.8	15:33:40	2
2024-11-06	2024-11-05	SPFI	South Plains Financial, Inc.	Valles Noe G	Dir	P - Purchase	33.5	50000	386,437	+15%	+$1,675,000	1675000	15:13:38	1
2024-11-06	2024-11-05	CDZI	Cadiz Inc	Heerema International Group Services Sa	10%	P - Purchase	3.34	2070000	25,695,300	+9%	+$6,913,800	6913800	14:44:12	1
2024-11-05	2024-11-01	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	28.66	150000	26,112,498	+1%	+$4,299,030	4299000	19:52:31	4
2024-11-05	2024-11-04	IRTC	Irhythm Technologies, Inc.	Talwalkar Abhijit Y	Dir	P - Purchase	75.16	6664	18,941	+54%	+$500,866	500866.24	11:59:44	1
2024-11-05	2024-11-01	MPB	Mid Penn Bancorp Inc	De Soto Matthew G	Dir	P - Purchase	29.5	18407	103,583	+22%	+$543,007	543006.5	11:03:04	4
2024-11-04	2024-10-31	SNBR	Sleep Number Corp	Stadium Capital Management LLC	10%	P - Purchase	13.28	193813	2,456,261	+9%	+$2,574,452	2573836.64	19:14:45	4
2024-11-04	2024-11-01	CMCO	Columbus McKinnon Corp	Wilson David J.	Pres, CEO	P - Purchase	32.02	31300	161,702	+24%	+$1,002,155	1002226	18:32:36	3
2024-11-04	2024-11-04	NWTOU	Newbury Street II Acquisition Corp	Newbury Street II Acquisition Sponsor LLC	10%	P - Purchase	10	484500	484,500	New	+$4,845,000	4845000	18:31:32	0
2024-11-04	2024-10-31	CCO	Clear Channel Outdoor Holdings, Inc.	Moreno Arturo R	10%	P - Purchase	1.45	1915472	51,932,534	+4%	+$2,775,744	2777434.4	16:10:12	4
2024-11-04	2024-10-31	AESI	Atlas Energy Solutions Inc.	Shepard Gregory M	Member of 10% Owner Group	P - Purchase	19.36	65386	7,605,692	+1%	+$1,265,823	1265872.96	14:27:41	4
2024-11-04	2024-10-31	SSII	Ss Innovations International, Inc.	Adams Timothy P.	Dir	P - Purchase	1.46	1399595	2,381,282	+143%	+$2,043,409	2043408.7	08:46:03	4
2024-11-04	2024-10-30	LCID	Lucid Group, Inc.	Public Investment Fund	Dir, 10%	P - Purchase	2.59	396188386	2,147,483,647	+22%	+$1,026,524,108	1026127919.74	06:00:20	5
2024-11-01	2024-10-30	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	16	139515	1,721,617	+9%	+$2,232,375	2232240	18:16:50	2
2024-11-01	2024-10-30	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	28.74	622000	25,962,498	+2%	+$17,874,956	17876280	17:26:52	2
2024-11-01	2024-10-30	ENGN	Engene Holdings Inc.	Forbion Growth Opportunities Fund I Cooperatief U.A.	10%	P - Purchase	8.9	561797	6,798,362	+9%	+$4,999,993	4999993.3	16:15:08	2
2024-11-01	2024-10-31	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	15.49	150432	17,210,936	+1%	+$2,330,333	2330191.68	09:06:25	1
2024-10-31	2024-10-29	SIRI	Sirius Xm Holdings Inc.	Berkshire Hathaway Inc	10%	P - Purchase	27.24	2227939	112,504,729	+2%	+$60,692,845	60689058.36	19:30:31	2
2024-10-31	2024-10-29	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.62	209106	57,142,055	0%	+$1,592,866	1593387.72	12:48:33	2
2024-10-30	2024-10-28	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	29.97	389000	25,340,498	+2%	+$11,657,328	11658330	16:05:13	2
2024-10-30	2024-10-25	SKYH	Sky Harbour Group Corp	Rozek Alexander Buffett	Dir	P - Purchase	9.5	105264	564,707	+23%	+$1,000,008	1000008	13:02:19	5
2024-10-29	2024-10-25	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,8,12,13,14, 10%	P - Purchase	74.29	10438	747,143	+1%	+$775,444	775439.02	17:22:11	4
2024-10-29	2024-10-25	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	15.37	82264	1,582,102	+5%	+$1,264,636	1264397.68	16:36:56	4
2024-10-29	2024-10-25	INGM	Ingram Micro Holding Corp	Cook Christian B	Dir	P - Purchase	22	46000	46,000	New	+$1,012,000	1012000	16:30:52	4
2024-10-29	2024-10-28	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.62	123691	56,932,949	0%	+$942,525	942525.42	11:39:22	1
2024-10-28	2024-10-24	PSQH	Psq Holdings, Inc.	Loeffler Kelly Lynn	Dir	P - Purchase	2.7	1203704	1,203,704	New	+$3,250,001	3250000.8	20:35:45	4
2024-10-28	2024-10-24	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.73	467213	5,156,337	+10%	+$3,142,515	3144343.49	18:59:56	4
2024-10-28	2024-10-25	CSGP	Costar Group, Inc.	Florance Andrew C	Pres, CEO	P - Purchase	74.67	14731	1,263,098	+1%	+$1,099,966	1099963.77	17:13:24	3
2024-10-28	2024-10-28	SEPN	Septerna, Inc.	Third Rock Ventures V, L.P.	10%	P - Purchase	18	650000	9,368,047	+7%	+$11,700,000	11700000	16:53:56	0
2024-10-28	2024-10-24	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.54	145836	56,809,258	0%	+$1,099,524	1099603.44	10:14:36	4
2024-10-28	2024-10-27	BYON	Beyond, Inc.	Lemonis Marcus	Exec COB	P - Purchase	6.37	156985	365,530	+75%	+$999,994	999994.45	06:46:24	1
2024-10-25	2024-10-23	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.85	487100	24,951,498	+2%	+$15,513,108	15514135	17:25:25	2
2024-10-25	2024-10-23	SNDA	Sonida Senior Living, Inc.	Simanovsky Michael	Dir, 10%	P - Purchase	24.75	127218	9,222,542	+1%	+$3,148,646	3148645.5	17:00:28	2
2024-10-25	2024-10-25	INGM	Ingram Micro Holding Corp	Monie Alain	Dir	P - Purchase	22	227000	1,335,793	+20%	+$4,994,000	4994000	16:47:48	0
2024-10-25	2024-10-25	INGM	Ingram Micro Holding Corp	Zilis Michael	EVP, CFO	P - Purchase	22	28250	266,311	+12%	+$621,500	621500	16:39:58	0
2024-10-25	2024-10-25	INGM	Ingram Micro Holding Corp	Bay Paul D	CEO	P - Purchase	22	45500	409,763	+12%	+$1,001,000	1001000	16:37:19	0
2024-10-25	2024-10-23	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	14.23	75548	1,499,838	+5%	+$1,074,720	1075048.04	16:36:22	2
2024-10-25	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Geygan Jeffrey Richart	Interim CEO, 10%	P - Purchase	2.66	508054	1,822,766	+39%	+$1,352,749	1351423.64	16:00:05	3
2024-10-25	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Global Value Investment Corp.	10%	P - Purchase	2.66	508054	1,822,766	+39%	+$1,352,749	1351423.64	16:00:04	3
2024-10-24	2024-10-22	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,12,20,21,22, 10%	P - Purchase	71.06	12858	744,542	+2%	+$913,648	913689.48	20:50:57	2
2024-10-24	2024-10-22	FPH	Five Point Holdings, LLC	Levinson Sam	Dir	P - Purchase	3.15	3283024	6,229,971	+111%	+$10,341,526	10341525.6	20:36:28	2
2024-10-24	2024-10-24	SNYR	Synergy Chc Corp.	Ross Jack	CEO, COB, 10%	P - Purchase	9	3e+05	4,711,757	+7%	+$2,700,000	2700000	19:01:13	0
2024-10-24	2024-10-22	TECX	Tectonic Therapeutic, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	33.59	3e+05	4,593,121	+7%	+$10,077,000	10077000	17:04:11	2
2024-10-24	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Global Value Investment Corp.	10%	P - Purchase	2.66	508054	1,824,936	+39%	+$1,352,749	1351423.64	17:00:05	2
2024-10-24	2024-10-22	RMCF	Rocky Mountain Chocolate Factory, Inc.	Geygan Jeffrey Richart	Interim CEO, 10%	P - Purchase	2.66	508054	1,824,936	+39%	+$1,352,749	1351423.64	17:00:03	2
2024-10-24	2024-10-22	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.55	149165	56,663,422	0%	+$1,126,108	1126195.75	11:04:19	2
2024-10-23	2024-10-21	IKT	Inhibikase Therapeutics, Inc.	Bellini Roberto	Dir	P - Purchase	1.37	1460000	1,460,000	New	+$2,000,200	2000200	19:53:27	2
2024-10-23	2024-10-21	IKT	Inhibikase Therapeutics, Inc.	Munshi Amit	Dir	P - Purchase	1.37	365000	365,000	New	+$500,050	500050	19:43:35	2
2024-10-23	2024-10-21	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.73	646080	4,689,124	+16%	+$4,347,082	4348118.4	17:13:58	2
2024-10-23	2024-10-21	NRDS	Nerdwallet, Inc.	Topline Capital Partners, LP	10%	P - Purchase	11.43	461777	5,251,145	+10%	+$5,275,974	5278111.11	11:43:15	2
2024-10-22	2024-10-18	DYNR	Dynaresource Inc	Rose Matthew K	Dir, 10%	P - Purchase	1.04	1495000	4,766,894	+46%	+$1,554,800	1554800	20:16:25	4
2024-10-22	2024-10-15	CAMP	Camp4 Therapeutics Corp	Polaris Management Co. Vii, L.L.C.	10%	P - Purchase	11	909090	909,090	New	+$9,999,990	9999990	17:31:39	7
2024-10-22	2024-10-18	JANX	Janux Therapeutics, Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	44.75	1200000	10,365,652	+13%	+$53,700,000	53700000	16:20:04	4
2024-10-22	2024-10-18	DYNR	Dynaresource Inc	Nichol Gareth	10%	P - Purchase	1.04	2778846	5,425,768	+105%	+$2,890,000	2889999.84	15:22:19	4
2024-10-21	2024-10-17	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.58	131141	56,449,616	0%	+$993,472	994048.78	12:16:09	4
2024-10-18	2024-10-11	GDV.M	Gabelli Dividend & Income Trust	Gabelli Mario J	Control Person of Adviser, 10%	P - Purchase	10	8411500	8,411,500	New	+$84,115,000	84115000	19:45:12	7
2024-10-18	2024-10-16	SIRI	Sirius Xm Holdings Inc.	Berkshire Hathaway Inc	10%	P - Purchase	27.05	1557702	110,276,790	+1%	+$42,143,337	42135839.1	19:41:15	2
2024-10-18	2024-10-16	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.74	280523	4,043,044	+7%	+$1,891,701	1890725.02	18:19:31	2
2024-10-17	2024-10-15	CAMP	Camp4 Therapeutics Corp	Northpond Ventures II Gp, LLC	10%	P - Purchase	11	763636	2,238,244	+52%	+$8,399,996	8399996	18:34:47	2
2024-10-17	2024-10-15	DRUG	Bright Minds Biosciences Inc.	Cormorant Asset Management, LP	10%	P - Purchase	7.65	422591	875,000	+93%	+$3,234,387	3232821.15	17:11:29	2
2024-10-17	2024-10-15	CAMP	Camp4 Therapeutics Corp	Ah Equity Partners Bio I, L.L.C.	10%	P - Purchase	11	727272	2,125,339	+52%	+$7,999,992	7999992	17:05:20	2
2024-10-17	2024-10-15	UPB	Upstream Bio, Inc.	Chimovits Erez	Dir, 10%	P - Purchase	17	825000	4,554,873	+22%	+$14,025,000	14025000	16:19:30	2
2024-10-17	2024-10-15	UPB	Upstream Bio, Inc.	Orbimed Advisors LLC	Dir, 10%	P - Purchase	17	825000	4,554,873	+22%	+$14,025,000	14025000	16:17:52	2
2024-10-17	2024-10-15	CAMP	Camp4 Therapeutics Corp	Enavate Sciences Gp, LLC	10%	P - Purchase	11	1363636	3,785,802	+56%	+$14,999,996	14999996	16:15:05	2
2024-10-17	2024-10-15	CBLL	Ceribell, Inc.	Tpg Gp A, LLC	10%	P - Purchase	17	380268	3,967,422	+11%	+$6,464,556	6464556	16:14:38	2
2024-10-17	2024-10-15	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.75	1002000	24,464,398	+4%	+$31,816,000	31813500	16:05:09	2
2024-10-17	2024-10-15	UPB	Upstream Bio, Inc.	Ai Upstream LLC	10%	P - Purchase	17	1175000	5,494,410	+27%	+$19,975,000	19975000	16:05:04	2
2024-10-17	2024-10-15	BMEZ	Blackrock Health Sciences Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	15.81	64716	20,750,913	0%	+$1,023,160	1023159.96	10:54:27	2
2024-10-17	2024-10-15	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.6	165665	56,318,475	0%	+$1,259,796	1259054	10:40:34	2
2024-10-16	2024-10-14	SNDA	Sonida Senior Living, Inc.	Simanovsky Michael	Dir, 10%	P - Purchase	24.07	34448	7,736,668	0%	+$829,086	829163.36	21:42:56	2
2024-10-16	2024-10-15	CBLL	Ceribell, Inc.	Tammenoms Bakker Juliet	Dir	P - Purchase	17	237234	2,481,728	+11%	+$4,032,978	4032978	16:18:06	1
2024-10-15	2024-10-10	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.73	816424	3,762,521	+28%	+$5,495,125	5494533.52	18:11:16	5
2024-10-15	2024-10-15	CAMP	Camp4 Therapeutics Corp	Polaris Management Co. Vii, L.L.C.	10%	P - Purchase	11	909090	909,090	New	+$9,999,990	9999990	18:00:16	0
2024-10-15	2024-10-15	CAMP	Camp4 Therapeutics Corp	5Am Partners Vi, LLC	10%	P - Purchase	11	909090	2,927,915	+45%	+$9,999,990	9999990	17:56:35	0
2024-10-15	2024-10-15	CAMP	Camp4 Therapeutics Corp	Nashat Amir	Dir, 10%	P - Purchase	11	909090	909,090	New	+$9,999,990	9999990	17:49:12	0
2024-10-15	2024-10-15	CAMP	Camp4 Therapeutics Corp	Schwab Andrew J.	Dir, 10%	P - Purchase	11	909090	2,625,145	+53%	+$9,999,990	9999990	17:48:17	0
2024-10-15	2024-10-11	GDV.M	Gabelli Dividend & Income Trust	Gabelli Mario J	Control Person of Adviser	P - Purchase	10	5621500	5,621,500	New	+$56,215,000	56215000	17:33:44	4
2024-10-15	2024-10-10	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.66	164538	56,152,810	0%	+$1,259,679	1260361.08	10:17:29	5
2024-10-15	2024-10-14	MRVL	Marvell Technology, Inc.	Murphy Matthew J	COB, CEO	P - Purchase	77.63	13000	221,915	+6%	+$1,009,190	1009190	06:04:43	1
2024-10-11	2024-10-09	SIRI	Sirius Xm Holdings Inc.	Berkshire Hathaway Inc	10%	P - Purchase	24.33	3564059	108,719,088	+3%	+$86,730,943	86713555.47	19:07:17	2
2024-10-11	2024-10-08	GATX	Gatx Corp	State Farm Mutual Automobile Insurance Co	10%	P - Purchase	133.41	23706	5,641,782	0%	+$3,162,714	3162617.46	12:00:42	3
2024-10-11	2024-10-10	GATX	Gatx Corp	State Farm Mutual Automobile Insurance Co	10%	P - Purchase	132.81	13840	5,627,942	0%	+$1,838,061	1838090.4	11:38:47	1
2024-10-10	2024-10-08	GATX	Gatx Corp	State Farm Mutual Automobile Insurance Co	10%	P - Purchase	133.41	23706	5,641,782	0%	+$3,162,714	3162617.46	15:33:50	2
2024-10-10	2024-10-08	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.59	109474	55,988,272	0%	+$830,823	830907.66	11:56:51	2
2024-10-09	2024-10-07	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.75	183576	2,946,097	+7%	+$1,238,322	1239138	18:13:26	2
2024-10-09	2024-10-07	PLAY	Dave & Buster'S Entertainment, Inc.	Morris Christopher Daniel	CEO	P - Purchase	33.68	14912	117,917	+14%	+$502,162	502236.16	16:30:03	2
2024-10-08	2024-10-03	FVR	Frontview Reit, Inc.	Alyeska Investment Group, L.P.	10%	P - Purchase	19.11	810810	2,934,024	+38%	+$15,494,579	15494579.1	19:00:21	5
2024-10-07	2024-10-03	LFCR	Lifecore Biomedical, Inc. De	Wynnefield Partners Small Cap Value LP I	10%	P - Purchase	4.1	292683	4,703,216	+7%	+$1,200,000	1200000.3	20:45:10	4
2024-10-04	2024-10-02	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 3,11,17,18,19, 10%	P - Purchase	61.71	18383	739,642	+3%	+$1,134,323	1134414.93	20:07:27	2
2024-10-04	2024-10-02	OCX	Oncocyte Corp	Broadwood Partners, L.P.	10%	P - Purchase	2.95	1315339	12,488,967	+12%	+$3,877,619	3880250.05	19:00:42	2
2024-10-04	2024-10-02	SRFM	Surf Air Mobility Inc.	Palantir Technologies Inc.	10%	P - Purchase	1.25	1270869	2,730,166	+87%	+$1,585,917	1588586.25	18:50:26	2
2024-10-04	2024-10-02	RNAC	Cartesian Therapeutics, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	20.87	205721	8,884,259	+2%	+$4,293,545	4293397.27	17:58:13	2
2024-10-03	2024-10-01	BIOA	Bioage Labs, Inc.	Pande Vijay Satyanand	Dir	P - Purchase	19.75	219195	3,233,170	+7%	+$4,329,019	4329101.25	19:19:49	2
2024-10-03	2024-10-01	NFE	New Fortress Energy Inc.	Edens Wesley R	CEO, 10%	P - Purchase	8.63	5793742	53,334,666	+12%	+$49,999,993	49999993.46	18:13:06	2
2024-10-03	2024-10-02	BHVN	Biohaven Ltd.	Childs John W	Dir	P - Purchase	47.5	21052	6,481,696	0%	+$999,970	999970	07:01:22	1
2024-10-03	2024-10-02	BHVN	Biohaven Ltd.	Coric Vlad	CEO	P - Purchase	47.5	21052	3,167,879	+1%	+$999,970	999970	07:00:38	1
2024-10-03	2024-10-02	GNL	Global Net Lease, Inc.	Schorsch Nicholas S	10%	P - Purchase	8.4	1e+05	29,288,012	0%	+$840,000	840000	06:03:45	1
2024-10-02	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.98	643788	3,606,311	+22%	+$19,300,400	19300764.24	16:53:16	1
2024-10-02	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.89	530918	2,962,523	+22%	+$15,866,908	15869139.02	16:50:28	1
2024-10-02	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.49	127195	2,431,605	+6%	+$3,750,908	3750980.55	16:47:18	1
2024-10-02	2024-10-01	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.15	165553	2,304,410	+8%	+$4,826,003	4825869.95	16:43:51	1
2024-10-02	2024-09-30	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.39	241744	2,138,857	+13%	+$7,105,877	7104856.16	16:37:51	2
2024-10-02	2024-09-30	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.65	705904	1,897,113	+59%	+$20,928,724	20930053.6	16:30:26	2
2024-10-02	2024-09-30	LUV	Southwest Airlines Co	Gangwal Rakesh	Dir	P - Purchase	29.47	1184898	1,191,209	>999%	+$34,919,943	34918944.06	16:25:52	2
2024-10-02	2024-09-30	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	30.85	55000	23,462,398	0%	+$1,696,624	1696750	16:21:21	2
2024-10-02	2024-09-30	LUV	Southwest Airlines Co	Kelly Gary C	Exec COB	P - Purchase	29.52	33921	993,830	+4%	+$1,001,348	1001347.92	16:16:43	2
2024-10-02	2024-09-27	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 2,5,18,19,20, 10%	P - Purchase	61.49	13435	735,042	+2%	+$826,087	826118.15	16:01:13	5
2024-10-01	2024-09-26	XAIR	Beyond Air, Inc.	Carey Robert	Dir	P - Purchase	0.5	1476626	1,476,626	New	+$744,662	738313	21:58:10	5
2024-10-01	2024-09-26	XAIR	Beyond Air, Inc.	Lisi Steven A.	CEO, COB	P - Purchase	0.5	1476626	3,249,411	+83%	+$744,662	738313	21:27:33	5
2024-10-01	2024-09-27	IBTA	Ibotta, Inc.	D. E. Shaw & Co, L.P.	See Footnotes 2,5,18,19,20, 10%	P - Purchase	61.49	13435	735,042	+2%	+$826,087	826118.15	21:01:16	4
2024-10-01	2024-09-27	WVE	Wave Life Sciences Ltd.	Gsk Plc	10%	P - Purchase	8	2791930	16,775,691	+20%	+$22,335,440	22335440	17:54:39	4
2024-10-01	2024-09-23	GDOT	Green Dot Corp	Topline Capital Partners, LP	10%	P - Purchase	11.98	198914	6,157,665	+3%	+$2,383,845	2382989.72	17:09:52	8
2024-10-01	2024-09-27	TALO	Talos Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	10.31	1e+05	43,545,604	0%	+$1,030,980	1031000	16:41:34	4
2024-10-01	2024-09-27	BIOA	Bioage Labs, Inc.	Cormorant Asset Management, LP	Former 10% Owner	P - Purchase	18	450000	1,629,529	+38%	+$8,100,000	8100000	16:01:04	4
2024-10-01	2024-09-27	BKV	Bkv Corp	Patel Sunit S	Dir	P - Purchase	18	50000	50,000	New	+$900,000	9e+05	15:29:11	4
2024-09-30	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Hoffler Daniel A	Dir	P - Purchase	10.5	95238	270,647	+54%	+$999,999	999999	16:58:16	4
2024-09-30	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Haddad Louis S	CEO	P - Purchase	10.5	95238	582,143	+20%	+$999,999	999999	16:58:06	4
2024-09-30	2024-09-26	AHH	Armada Hoffler Properties, Inc.	Kirk A Russell	Dir	P - Purchase	10.5	95238	159,882	+147%	+$999,999	999999	16:57:25	4
2024-09-30	2024-09-26	CTLP	Cantaloupe, Inc.	Bergeron Douglas	Dir	P - Purchase	7.4	284000	462,319	+159%	+$2,100,835	2101600	16:54:24	4
2024-09-30	2024-09-26	BMEZ	Blackrock Health Sciences Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	15.81	49504	20,653,378	0%	+$782,789	782658.24	11:46:27	4
2024-09-27	2024-09-27	BIOA	Bioage Labs, Inc.	Pande Vijay Satyanand	Dir	P - Purchase	18	9e+05	3,013,975	+43%	+$16,200,000	16200000	16:28:00	0
2024-09-27	2024-09-27	BIOA	Bioage Labs, Inc.	Enright Patrick G	Dir	P - Purchase	18	4e+05	1,710,589	+31%	+$7,200,000	7200000	16:26:41	0
2024-09-27	2024-09-27	BIOA	Bioage Labs, Inc.	Healy James	Dir	P - Purchase	18	666665	2,304,901	+41%	+$11,999,970	11999970	16:22:43	0
2024-09-27	2024-09-20	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	10.31	70000	799,208	+10%	+$721,472	721700	16:12:34	7
2024-09-27	2024-09-26	GCTS	Gct Semiconductor Holding, Inc.	Anapass, Inc.	10%	P - Purchase	3.02	741603	8,017,466	+10%	+$2,239,641	2239641.06	16:08:53	1
2024-09-27	2024-09-25	TALO	Talos Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	10.33	586700	43,445,604	+1%	+$6,059,327	6060611	16:05:43	2
2024-09-27	2024-09-23	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	9.08	200792	1,000,000	+25%	+$1,822,973	1823191.36	14:41:40	4
2024-09-27	2024-09-19	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	8.91	297443	743,245	+67%	+$2,649,148	2650217.13	14:40:55	8
2024-09-26	2024-09-24	HWH	Hwh International Inc.	Chan Heng Fai Ambrose	CEO, 10%	P - Purchase	0.63	6034537	19,264,692	+46%	+$3,801,758	3801758.31	21:39:51	2
2024-09-26	2024-09-26	TECX	Tectonic Therapeutic, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	28.82	50000	4,293,121	+1%	+$1,440,829	1441000	18:15:52	0
2024-09-26	2024-09-24	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.6	190000	23,407,398	+1%	+$6,004,939	6004000	17:25:10	2
2024-09-26	2024-09-24	ASGI	Abrdn Global Infrastructure Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	19.32	41344	2,957,749	+1%	+$798,766	798766.08	15:08:45	2
2024-09-26	2024-09-23	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	9.08	200792	1,000,000	+25%	+$1,822,973	1823191.36	08:31:43	3
2024-09-25	2024-09-23	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	32.95	42825	20,338,465	0%	+$1,410,992	1411083.75	20:22:30	2
2024-09-25	2024-09-23	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.75	533814	2,702,593	+25%	+$3,601,074	3603244.5	18:36:19	2
2024-09-25	2024-09-23	FBIO	Fortress Biotech, Inc.	Rosenwald Lindsay A Md	Pres, CEO, COB, 10%	P - Purchase	1.84	763359	3,657,264	+26%	+$1,404,581	1404580.56	16:45:04	2
2024-09-24	2024-09-20	BNZI	Banzai International, Inc.	Alco Investment Co	10%	P - Purchase	3.89	282420	330,340	+589%	+$1,098,614	1098613.8	21:09:30	4
2024-09-24	2024-09-20	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.83	515000	23,217,398	+2%	+$16,391,491	16392450	18:38:51	4
