X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2025-06-13 10:34:40	2024-06-13	CTTH	Ctt Pharmaceutical Holdings, Inc.	Ctt Pharmaceutical Holdings, Inc.	CEO	P - Purchase	$0.03	+54,798	6,887,356	+1%	+$1,370				
DM	2025-06-12 16:21:23	2024-11-21	CBNK	Capital Bancorp Inc	Suss Eric M.	EVP, CHRO	P - Purchase	$30.11	+368	59,323	+1%	+$11,080				
M	2025-06-11 21:00:44	2024-05-23	HOVR	New Horizon Aircraft Ltd.	Lee Stewart Murray	Head of People, Strategy	P - Purchase	$0.58	+7,988	258,030	+3%	+$4,668				
M	2025-06-11 19:23:41	2024-11-13	BARK	Bark, Inc.	Ibrahim Zahir	CFO	P - Purchase	$1.22	+105,555	3,490,102	+3%	+$128,748				
M	2025-06-10 21:39:01	2024-05-23	HOVR	New Horizon Aircraft Ltd.	O'Neill Jason Michael	COO	P - Purchase	$0.58	+30,446	265,968	+13%	+$17,769				
M	2025-06-10 21:11:38	2024-05-23	HOVR	New Horizon Aircraft Ltd.	Merker Brian Frederick	CFO	P - Purchase	$0.58	+31,600	31,600	New	+$18,391				
M	2025-06-10 20:44:24	2024-05-23	HOVR	New Horizon Aircraft Ltd.	Robinson Eric Brandon	CEO	P - Purchase	$0.58	+45,926	2,367,819	+2%	+$26,671				
M	2025-06-09 20:50:19	2024-11-01	TRIN	Trinity Capital Inc.	Estes Ronald E.	Dir	P - Purchase	$14.15	+1,300	35,473	+4%	+$18,396				
M	2025-06-06 15:50:01	2024-02-09	CBDS	Dogecoin Cash, Inc.	Tankson Robert N. III	Dir	P - Purchase	$0.01	+667,032	439,919	-294%	+$9,480				
M	2025-05-14 11:46:08	2024-06-14	GLBZ	Glen Burnie Bancorp	Hess Stanford	Dir	P - Purchase	$4.39	+1,900	2,000	>999%	+$8,343				
DM	2025-05-13 20:00:51	2024-11-14	CRWV	Coreweave, Inc.	Hutchins Glenn H	Dir	P - Purchase	$47.28	+423,020	424,960	>999%	+$19,999,674				
DM	2025-05-12 16:05:00	2024-08-29	ALNY	Alnylam Pharmaceuticals, Inc.	Reitan Colleen F	Dir	P - Purchase	$287.85	+36	775	+5%	+$10,363				
AD	2025-05-07 11:48:22	2024-09-24	ERNA	Ernexa Therapeutics Inc.	Cherington Charles	10%	P - Purchase	$0.00	+13,252,112	13,808,577	>999%	+$0				
DM	2025-05-05 20:40:30	2024-12-16	BOLT	Bolt Biotherapeutics, Inc.	Nemec Sarah	SVP, Finance, PAO	P - Purchase	$0.57	+5,000	13,863	+56%	+$2,835				
DM	2025-05-05 20:35:34	2024-12-16	BOLT	Bolt Biotherapeutics, Inc.	Quinn William P.	Pres, CEO, CFO	P - Purchase	$0.57	+5,000	38,772	+15%	+$2,835				
M	2025-05-05 14:49:10	2024-11-15	HKHC	Horizon Kinetics Holding Corp	Horizon Common Inc	10%	P - Purchase	$39.60	+90	8,216,533	0%	+$3,564				
D	2025-05-02 11:10:27	2024-12-13	BERY	Berry Global Group, Inc.	Glerum James T Jr.	Dir	P - Purchase	$68.12	+311	0	-100%	+$21,185				
M	2025-05-02 10:29:05	2024-12-18	PRTA	Prothena Corp Public Ltd Co	Scully William P	10%	P - Purchase	$13.26	+207,436	926,943	+29%	+$2,749,916				
DM	2025-04-22 17:38:43	2024-04-30	VREO	Vireo Growth Inc.	Chicago Atlantic Opportunity Portfolio, LP	10%	P - Purchase	$0.16	+197,408	110,909,455	0%	+$31,585				
M	2025-04-21 17:41:21	2024-04-15	BSAI	Blusky Ai Inc.	Cluff Whitney O	Dir	P - Purchase	$0.64	+535	136,520	0%	+$341				
A	2025-04-21 13:49:55	2024-03-14	FLNT	Fluent, Inc.	Conlin Matthew	Chief Customer Officer, 10%	P - Purchase	$0.55	+25,000	306,970	+9%	+$13,715				
AM	2025-04-21 13:47:04	2024-03-11	FLNT	Fluent, Inc.	Conlin Matthew	Chief Customer Officer, 10%	P - Purchase	$0.60	+20,000	281,970	+8%	+$12,000				
A	2025-04-21 13:37:17	2024-03-08	FLNT	Fluent, Inc.	Conlin Matthew	Chief Customer Officer, 10%	P - Purchase	$0.61	+10,000	261,970	+4%	+$6,100				
A	2025-04-18 16:34:39	2024-03-07	FLNT	Fluent, Inc.	Conlin Matthew	Chief Customer Officer, 10%	P - Purchase	$0.60	+10,000	613,020	+2%	+$5,970				
A	2025-04-18 13:10:17	2024-09-27	BKV	Bkv Corp	Sirisaengtaksin Anon	Dir	P - Purchase	$18.00	+5,000	5,000	New	+$90,000				
D	2025-04-16 19:33:50	2024-10-04	FVR	Frontview Reit, Inc.	Green Robert S.	Dir	P - Purchase	$19.00	+10,000	81,303	+14%	+$190,000				
	2025-04-08 17:57:56	2024-11-27	DEA	Easterly Government Properties, Inc.	Fisher Cynthia A	Dir	P - Purchase	$12.52	+629	134,428	0%	+$7,871				
M	2025-04-04 14:47:30	2024-10-15	DYNR	Dynaresource, Inc.	Diepholz Koy W	Dir, 10%	P - Purchase	$0.90	+1,145	3,180,000	0%	+$1,033				
M	2025-04-02 20:11:48	2024-08-09	OVLY	Oak Valley Bancorp	Withrow Terrance P	Dir	P - Purchase	$27.25	+499	31,326	+2%	+$13,595				
DM	2025-04-02 17:20:23	2024-05-22	AIG	American International Group, Inc.	Inglis John C	Dir	P - Purchase	$78.64	+644	1,988	+48%	+$50,658				
	2025-04-02 16:15:12	2024-08-23	VOXX	Voxx International Corp	Downing Steven R	Dir	P - Purchase	$5.00	+3,152,500	0	-100%	+$15,762,500				
	2025-03-27 21:59:20	2024-11-25	APHP	American Picture House Corp	Wilson Michael Charles	Dir	P - Purchase	$0.10	+100,000	200,000	+100%	+$10,000				
	2025-03-27 11:46:12	2024-03-26	DXR	Daxor Corp	Feldschuh Michael Richard	Chief Exec Office	P - Purchase	$8.13	+1,000	210,631	0%	+$8,130				
	2025-03-26 17:41:19	2024-12-26	XCUR	Exicure, Inc.	Hitron Systems Inc.	10%	P - Purchase	$3.00	+2,900,000	3,333,333	+669%	+$8,700,000				
A	2025-03-26 14:34:07	2024-01-05	NCDL	Nuveen Churchill Direct Lending Corp.	Miranda Kenneth M.	Dir	P - Purchase	$18.05	+3,481	21,897	+19%	+$62,832				
A	2025-03-25 17:09:40	2024-07-15	TGEN	Tecogen Inc.	Lewis Earl R	Dir	P - Purchase	$0.68	+10,000	625,000	+2%	+$6,800				
A	2025-03-24 16:57:34	2024-03-20	PPRUX	Pgim Private Real Estate Fund, Inc.	Short Brandon	Portfolio Manager	P - Purchase	$2,873.00	+100	100	New	+$287,300				
	2025-03-24 16:23:44	2024-03-20	PPRUX	Pgim Private Real Estate Fund, Inc.	Short Brandon	Portfolio Manager	P - Purchase	$2,873.00	+100	100	New	+$287,300				
M	2025-03-21 16:11:42	2024-06-13	PRU	Prudential Financial Inc	Feeney Caroline	EVP	P - Purchase	$116.22	+365	18,740	+2%	+$42,364				
D	2025-03-21 07:57:08	2024-06-18	VBIX	Viewbix Inc.	Yoresh Eliyahu	Dir	P - Purchase	$1.00	+2,518	12,604	+25%	+$2,518				
D	2025-03-21 07:43:05	2024-06-18	VBIX	Viewbix Inc.	Marom Shahar	CFO	P - Purchase	$1.00	+1,259	5,018	+33%	+$1,259				
D	2025-03-21 06:59:25	2024-06-18	VBIX	Viewbix Inc.	Weiss Amitay	Dir	P - Purchase	$1.00	+2,518	37,814	+7%	+$2,518				
D	2025-03-21 06:59:23	2024-06-18	VBIX	Viewbix Inc.	Baumann Yoram	Dir	P - Purchase	$1.00	+9,444	37,638	+33%	+$9,444				
D	2025-03-21 06:59:22	2024-06-18	VBIX	Viewbix Inc.	Hadad Amihay	CEO	P - Purchase	$1.00	+2,518	10,036	+33%	+$2,518				
A	2025-03-20 17:09:37	2024-03-10	DXR	Daxor Corp	Feldschuh Michael Richard	CEO	P - Purchase	$7.72	+1,492	208,984	+1%	+$11,518				
	2025-03-20 17:04:41	2024-03-19	DXR	Daxor Corp	Feldschuh Michael Richard	CEO	P - Purchase	$8.15	+647	209,631	0%	+$5,273				
	2025-03-18 12:01:15	2024-04-05	BACK	Imac Holdings, Inc.	Ruiz Jorge	10%	P - Purchase	$2.69	+1	141,230	0%	+$3				
	2025-03-17 16:15:19	2024-12-01	AWRE	Aware Inc /ma/	Traverse David K	CFO	P - Purchase	$1.56	+2,000	43,254	+5%	+$3,120				
D	2025-03-17 12:30:48	2024-10-23	BLTH	American Battery Materials, Inc.	Kane Marilyn S	10%	P - Purchase	$2.25	+2,877	318,727	+1%	+$6,473				
A	2025-03-17 12:23:58	2024-12-31	MPB	Mid Penn Bancorp Inc	Evans Albert J.	Dir	P - Purchase	$28.84	+347	37,318	+1%	+$10,007				
	2025-03-14 15:43:49	2024-03-22	BACK	Imac Holdings, Inc.	Ruiz Jorge	10%	P - Purchase	$3.58	+164,872	148,385	-1000%	+$590,192				
	2025-03-13 17:20:28	2024-03-13	TZUP	Thumzup Media Corp	Steele Robert A	CEO, 10%	P - Purchase	$3.56	+2,780	3,104,780	0%	+$9,902				
	2025-03-11 18:15:48	2024-07-11	OVV	Ovintiv Inc.	Chhina Sippy	Dir	P - Purchase	$0.00	+19	3,673	+1%	+$0				
	2025-03-11 17:50:56	2024-04-01	OVV	Ovintiv Inc.	Shaw Brian Gordon	Dir	P - Purchase	$0.00	+21	40,433	0%	+$0				
A	2025-03-10 16:11:28	2024-09-27	BIOA	Bioage Labs, Inc.	Hemrajani Rekha	Dir	P - Purchase	$18.00	+3,000	3,000	New	+$54,000				
	2025-03-10 16:10:37	2024-09-27	BIOA	Bioage Labs, Inc.	Barton Shane	Principal Accounting Officer	P - Purchase	$18.00	+2,632	2,632	New	+$47,376				
	2025-03-07 16:14:36	2024-03-07	TCPC	Blackrock Tcp Capital Corp.	Draut Eric John	Dir	P - Purchase	$8.31	+1,468	57,000	+3%	+$12,193				
A	2025-03-05 06:59:47	2024-04-22	BHVN	Biohaven Ltd.	Childs John W	Dir	P - Purchase	$41.00	+73,170	2,254,841	+3%	+$2,999,970				
AM	2025-03-04 21:26:04	2024-08-27	BILL	Bill Holdings, Inc.	Jacobs Brian	Dir	P - Purchase	$53.54	+25,000	219,965	+13%	+$1,338,397				
	2025-03-03 16:44:59	2024-03-06	CCBG	Capital City Bank Group Inc	Butler William F	Dir	P - Purchase	$28.38	+701	5,988	+13%	+$19,894				
A	2025-03-03 16:05:12	2024-08-13	APYX	Apyx Medical Corp	Hill Matthew C	CFO	P - Purchase	$1.13	+6,000	8,500	+240%	+$6,780				
M	2025-03-03 12:46:03	2024-07-16	FUNC	First United Corp/md/	Peterson Julie W	VP, Chief Credit Officer	P - Purchase	$30.98	+26	749	+4%	+$800				
M	2025-03-03 08:50:43	2024-11-25	SNYR	Synergy Chc Corp.	Ross Jack	CEO, COB, 10%	P - Purchase	$4.92	+5,170	331,677	+2%	+$25,460				
M	2025-02-28 16:32:37	2024-08-05	RF	Regions Financial Corp	Suquet Jose S	Dir	P - Purchase	$23.96	+2,408	33,711	+8%	+$57,687				
A	2025-02-28 15:29:49	2024-08-02	TPL	Texas Pacific Land Corp	Horizon Kinetics Asset Management LLC	10%	P - Purchase	$786.01	+3	1,085,398	0%	+$2,358				
	2025-02-27 17:38:03	2024-12-30	FRME	First Merchants Corp	Halderman Howard	Dir	P - Purchase	$41.24	+4	25,143	0%	+$165				
M	2025-02-27 15:51:55	2024-06-14	ICU	Seastar Medical Holding Corp	Neuman John	Dir	P - Purchase	$3.83	+40,000	40,000	New	+$153,227				
M	2025-02-26 18:52:05	2024-06-13	TLPH	Talphera, Inc.	Aslam Shakil	Chief Medical Officer	P - Purchase	$1.06	+5,695	37,695	+18%	+$6,038				
M	2025-02-26 17:34:31	2024-06-24	OESX	Orion Energy Systems, Inc.	Washlow Sally A.	Dir	P - Purchase	$1.31	+3,830	54,580	+8%	+$5,004				
DM	2025-02-25 19:52:15	2024-05-07	ISPO	Inspirato Inc	Zamani Payam	CEO, 10%	P - Purchase	$4.99	+10,500	5,395,428	0%	+$52,400				
A	2025-02-25 16:53:59	2024-02-13	QSEP	Qs Energy, Inc.	Bunting Eric	Dir	P - Purchase	$0.00	+220,000	14,652,621	+2%	+$0				
M	2025-02-21 16:19:32	2024-11-07	TMO	Thermo Fisher Scientific Inc.	Chai Nelson	Dir	P - Purchase	$551.90	+20	14,252	0%	+$11,038				
	2025-02-21 09:55:11	2024-06-24	FBNC	First Bancorp /nc/	McLamb Carlie C Jr	Dir	P - Purchase	$30.47	+811	52,360	+2%	+$24,711				
	2025-02-20 16:13:06	2024-11-08	VLY	Valley National Bancorp	Bank Leumi Le Israel Bm	10%	P - Purchase	$9.35	+1,000,000	72,861,862	+1%	+$9,350,000				
D	2025-02-19 21:16:08	2024-06-25	RZLT	Rezolute, Inc.	Kim Young-Jin	Dir	P - Purchase	$4.00	+1,250,000	7,333,567	+21%	+$5,000,000				
A	2025-02-19 17:04:13	2024-06-12	OESX	Orion Energy Systems, Inc.	Wishart-Smith Heather L	Dir	P - Purchase	$1.11	+9,025	67,223	+16%	+$10,017				
M	2025-02-18 09:17:25	2024-11-27	GWRS	Global Water Resources, Inc.	Brill Steven D.	VP of IT Operations	P - Purchase	$12.05	+22	3,488	+1%	+$264				
M	2025-02-14 16:18:26	2024-06-21	TPIC	Tpi Composites, Inc	Dere Construction Taahhut A.S.	10%	P - Purchase	$1.83	+7,026,105	100	-100%	+$12,891,120				
M	2025-02-14 16:08:25	2024-05-17	XFOR	X4 Pharmaceuticals, Inc	Baldry Mark	Chief Commercial Officer	P - Purchase	$0.55	+35,050	729,173	+5%	+$19,252				
	2025-02-14 15:58:58	2024-02-14	FNWD	Finward Bancorp	Bochnowski Benjamin J	Pres, CEO	P - Purchase	$26.65	+37	30,717	0%	+$986				
A	2025-02-14 13:29:17	2024-05-17	GRF	Eagle Capital Growth Fund, Inc.	Bilkie Robert M	Dir	P - Purchase	$9.29	+600	2,964	+25%	+$5,574				
A	2025-02-13 17:17:45	2024-03-11	FMBM	F&m Bank Corp	Black Barton E.	Pres	P - Purchase	$20.00	+860	1,426	+152%	+$17,200				
	2025-02-13 16:32:41	2024-12-03	BSX	Boston Scientific Corp	Fitzgerald Joseph Michael	EVP, Group Pres, Cardiology	P - Purchase	$90.29	+50	177,757	0%	+$4,515				
A	2025-02-13 15:39:45	2024-12-19	NWFL	Norwood Financial Corp	Donnelly James O	Pres, CEO	P - Purchase	$26.00	+1,538	15,193	+11%	+$39,988				
A	2025-02-13 15:28:40	2024-12-20	NWFL	Norwood Financial Corp	O'Bell Vincent	EVP, Chief Lending Officer	P - Purchase	$26.00	+1,154	5,832	+25%	+$30,004				
AD	2025-02-12 13:33:34	2024-08-29	QNTO	Quaint Oak Bancorp, Inc.	Clarke James J	Dir	P - Purchase	$10.30	+400	69,040	+1%	+$4,120				
AM	2025-02-11 16:46:51	2024-11-19	NINE	Nine Energy Service, Inc.	Monroe William	10%	P - Purchase	$1.21	+960,000	4,863,000	+25%	+$1,159,545				
A	2025-02-11 16:45:14	2024-08-06	NINE	Nine Energy Service, Inc.	Monroe William	10%	P - Purchase	$1.58	+470,362	3,903,000	+14%	+$744,019				
D	2025-02-11 09:11:48	2024-08-14	MRNS	Marinus Pharmaceuticals, Inc.	Braunstein Scott	COB, CEO	P - Purchase	$1.10	+5,933	0	-100%	+$6,526				
	2025-02-10 16:18:05	2024-08-13	QLYS	Qualys, Inc.	Zangardi John A.	Dir	P - Purchase	$125.58	+5	10,447	0%	+$628				
M	2025-02-10 11:15:44	2024-03-28	FMBM	F&m Bank Corp	Runion Christopher S.	Dir	P - Purchase	$19.21	+825	8,325	+11%	+$15,849				
D	2025-02-07 19:03:59	2024-12-03	IQV	Iqvia Holdings Inc.	Danhakl John G	Dir	P - Purchase	$200.58	+1,275	28,724	+5%	+$255,740				
AM	2025-02-07 18:04:41	2024-11-12	GMGI	Golden Matrix Group, Inc.	Milovanovic Aleksandar	Member of 10% Reporting Group, 10%	P - Purchase	$2.75	+26,499	77,558,507	0%	+$72,782				
	2025-02-07 08:39:30	2024-02-06	JUVF	Juniata Valley Financial Corp	Scarnati Joseph B. III	Dir	P - Purchase	$12.95	+1,000	6,143	+19%	+$12,950				
	2025-02-06 10:33:29	2024-02-03	FNWD	Finward Bancorp	Lowry Robert T	EVP	P - Purchase	$27.02	+66	29,272	0%	+$1,789				
	2025-02-06 10:26:35	2024-02-03	FNWD	Finward Bancorp	Schmitt Benjamin Louis	CFO	P - Purchase	$27.10	+11	3,501	0%	+$299				
	2025-02-06 10:16:48	2024-02-03	FNWD	Finward Bancorp	Scheub Todd M.	EVP	P - Purchase	$27.02	+51	20,214	0%	+$1,376				
	2025-02-06 10:09:59	2024-02-03	FNWD	Finward Bancorp	Bochnowski Benjamin J	Pres, CEO	P - Purchase	$27.02	+8	30,680	0%	+$219				
D	2025-02-03 19:28:43	2024-11-30	TERN	Terns Pharmaceuticals, Inc.	Jung Melita Sun	Chief Business Officer	P - Purchase	$5.11	+2,250	2,250	New	+$11,498				
D	2025-02-03 19:25:48	2024-11-30	TERN	Terns Pharmaceuticals, Inc.	Burroughs Amy L.	CEO	P - Purchase	$5.11	+510	19,609	+3%	+$2,606				
	2025-01-30 20:31:52	2024-01-28	BMNM	Bimini Capital Management, Inc.	Dwyer Robert J	Dir, 10%	P - Purchase	$0.90	+500	1,359,209	0%	+$450				
	2025-01-30 17:57:00	2024-06-10	BALL	Ball Corp	Glew Mandy	SVP, Pres, EMEA	P - Purchase	$68.15	+563	4,711	+14%	+$38,367				
M	2025-01-30 15:46:21	2024-08-06	FFIN	First Financial Bankshares Inc	Nickles Robert Clark Jr	Dir	P - Purchase	$36.49	+1,016	106,215	+1%	+$37,077				
DM	2025-01-30 13:15:15	2024-09-30	MFON	Mobivity Holdings Corp.	Akin Thomas B	Dir, 10%	P - Purchase	$0.24	+1,946,232	58,354,928	+3%	+$471,116				
AM	2025-01-29 18:14:01	2024-11-18	XRAY	Dentsply Sirona Inc.	Lucier Gregory T	Dir	P - Purchase	$18.35	+6,000	87,730	+7%	+$110,129				
	2025-01-29 16:57:48	2024-12-09	RCEL	Avita Medical, Inc.	Crowe Suzanne	Dir	P - Purchase	$13.15	+486	36,912	+1%	+$6,391				
	2025-01-28 16:18:24	2024-08-20	IMNN	Imunon, Inc.	Braun Donald P	Dir	P - Purchase	$1.18	+25,000	25,597	>999%	+$29,480				
	2025-01-24 06:04:22	2024-05-31	STRW	Strawberry Fields Reit, Inc.	Bailey Essel W Jr	Dir	P - Purchase	$10.91	+400	45,903	+1%	+$4,364				
	2025-01-23 16:42:05	2024-12-19	IIIN	Insteel Industries Inc	Wagner Richard	SVP, COO	P - Purchase	$28.57	+21	42,166	0%	+$600				
	2025-01-22 16:57:44	2024-01-17	BMNM	Bimini Capital Management, Inc.	Dwyer Robert J	Dir, 10%	P - Purchase	$0.93	+5,500	1,358,709	0%	+$5,126				
A	2025-01-22 11:03:45	2024-09-12	BLTH	American Battery Materials, Inc.	Cabo Agustin	CFO	P - Purchase	$0.28	+50,000	50,000	New	+$14,000				
	2025-01-21 16:32:14	2024-11-21	AIM	Aim Immunotech Inc.	Equels Thomas K	CEO, Pres	P - Purchase	$0.21	+20,000	1,657,968	+1%	+$4,240				
M	2025-01-16 18:34:32	2024-12-27	ETST	Earth Science Tech, Inc.	Saumat Giorgio R.	CEO, 10%	P - Purchase	$0.20	+787,500	122,680,127	+1%	+$155,757				
AD	2025-01-16 16:10:43	2024-10-21	MTBLY	Moatable, Inc.	Oasis Management Co Ltd.	10%	P - Purchase	$0.84	+59,168	2,662,560	+2%	+$49,701				
	2025-01-16 12:16:21	2024-08-14	UFCS	United Fire Group Inc	Woolstenhulme Micah G	SVP, Chief Risk Officer	P - Purchase	$19.20	+2,500	39,940	+7%	+$48,003				
A	2025-01-16 11:11:31	2024-05-07	SHEN	Shenandoah Telecommunications Co/va/	Volk James J	SVP Finance, CFO	P - Purchase	$14.64	+332	332	New	+$4,860				
	2025-01-14 20:23:52	2024-12-19	FMBH	First Mid Bancshares, Inc.	Zimmer James Edwin	Dir	P - Purchase	$39.87	+1,000	24,476	+4%	+$39,873				
M	2025-01-14 18:32:02	2024-12-02	DFCO	Dalrada Financial Corp	Bonar Brian	CEO	P - Purchase	$0.06	+16,600	6,458,525	0%	+$955				
	2025-01-14 14:12:56	2024-12-20	LSMG	Lode-Star Mining Inc.	Walmesley Mark	Pres	P - Purchase	$0.00	+100,000	8,710,545	+1%	+$300				
	2025-01-14 10:09:22	2024-11-06	BLTH	American Battery Materials, Inc.	Cabo Agustin	CFO	P - Purchase	$0.05	+50,000	50,000	New	+$2,650				
	2025-01-13 15:24:20	2024-12-31	ISD	Pgim High Yield Bond Fund, Inc.	Cignarella Robert	Portfolio Manager	P - Purchase	$13.70	+9,000	0	-100%	+$123,300				
	2025-01-13 15:15:33	2024-12-31	SDHY	Pgim Short Duration High Yield Opportunities Fund	Cignarella Robert	Portfolio Manager	P - Purchase	$16.20	+17,000	35,000	+94%	+$275,400				
A	2025-01-13 14:55:03	2024-12-23	DEA	Easterly Government Properties, Inc.	Crate Darrell W	Pres, CEO	P - Purchase	$10.91	+10,000	671,479	+2%	+$109,100				
AM	2025-01-13 13:20:50	2024-06-28	INTZ	Intrusion Inc	Scott Anthony	CEO	P - Purchase	$0.93	+500	653,781	0%	+$463				
A	2025-01-10 18:21:36	2024-08-27	ETST	Earth Science Tech, Inc.	Cazeau Jeff P. H.	Independent Director	P - Purchase	$0.22	+45,409	96,014	+90%	+$9,990				
A	2025-01-10 18:17:46	2024-11-01	ETST	Earth Science Tech, Inc.	Cazeau Jeff P. H.	Independent Director	P - Purchase	$0.14	+71,091	167,105	+74%	+$9,953				
M	2025-01-10 17:32:14	2024-11-12	WYTC	Wytec International Inc	Gray William Henry	CEO, 10%	P - Purchase	$1.04	+2,700	3,202,347	0%	+$2,808				
A	2025-01-10 13:55:27	2024-11-15	FRPH	Frp Holdings, Inc.	Baker John D II	Dir	P - Purchase	$29.00	+344,827	2,571,775	+15%	+$9,999,983				
	2025-01-08 11:19:45	2024-12-31	SGA	Saga Communications Inc	Gate City Capital Management, LLC	10%	P - Purchase	$11.25	+240,609	863,845	+39%	+$2,706,755				
	2025-01-07 16:35:34	2024-12-27	MONIX	Monachil Credit Income Fund	Monachil Credit Income Fund	Pres, CEO, 10%	P - Purchase	$10.05	+19,983	1,208,800	+2%	+$200,831				
A	2025-01-07 10:35:03	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	Spence John Yogi	Adviser Personnel	P - Purchase	$25.82	+1,026	5,026	+26%	+$26,500				
M	2025-01-06 17:51:29	2024-06-28	INTZ	Intrusion Inc	Scott Anthony	CEO	P - Purchase	$0.51	+500	653,781	0%	+$253				
M	2025-01-06 17:50:58	2024-06-28	INTZ	Intrusion Inc	Pinson Kimberly	CFO	P - Purchase	$0.93	+500	20,576	+2%	+$463				
	2025-01-06 16:02:59	2024-12-23	KFFB	Kentucky First Federal Bancorp	Johnson William H	Dir	P - Purchase	$2.98	+10,000	60,889	+20%	+$29,800				
	2025-01-06 12:50:54	2024-12-26	RCG	Renn Fund, Inc.	Brennan Alice C	Dir	P - Purchase	$2.51	+16	2,350	+1%	+$41				
M	2025-01-06 07:35:16	2024-01-02	USEG	Us Energy Corp	Smith Ryan Lewis	CEO	P - Purchase	$1.66	+1,005	872,550	0%	+$1,668				
D	2025-01-06 06:00:42	2024-12-24	ZCAR	Zoomcar Holdings, Inc.	Nishijima Hiroshi	Acting CEO	P - Purchase	$1.56	+32,052	32,052	New	+$50,001				
M	2025-01-03 21:30:22	2024-12-31	NYC	American Strategic Investment Co.	Schorsch Nicholas S	10%	P - Purchase	$8.76	+4,336	1,474,293	0%	+$37,991				
	2025-01-03 21:18:12	2024-03-15	EXOD	Exodus Movement, Inc.	Gernetzke James	CFO	P - Purchase	$6.96	+53	429,395	0%	+$369				
M	2025-01-03 20:27:23	2024-12-31	VRSN	Verisign Inc/Ca	Berkshire Hathaway Inc	10%	P - Purchase	$204.71	+20,044	13,289,880	0%	+$4,103,142				
	2025-01-03 20:03:31	2024-12-31	WHLM	Wilhelmina International, Inc.	Lichtenstein Warren G	See Explanation of Responses, 10%	P - Purchase	$3.55	+333,444	983,773	+51%	+$1,182,159				
	2025-01-03 18:51:57	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	McCulloch Benjamin	Secretary & CLO	P - Purchase	$25.34	+36	629	+6%	+$900				
	2025-01-03 18:08:43	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	Spence John Yogi	Adviser Personnel	P - Purchase	$25.82	+1,026	9,086	+13%	+$26,500				
	2025-01-03 17:00:14	2024-12-31	SSII	Ss Innovations International, Inc.	Moll Frederic H	Dir	P - Purchase	$1.37	+2,186,589	6,415,589	+52%	+$3,000,000				
	2025-01-03 16:45:30	2024-12-30	RCG	Renn Fund, Inc.	Allen Anita L	Dir	P - Purchase	$2.38	+3	303	+1%	+$7				
	2025-01-03 16:43:01	2024-12-31	SOWG	Sow Good Inc.	Goldfarb IRA	Exec COB, 10%	P - Purchase	$2.05	+12,374	6,173,881	0%	+$25,367				
	2025-01-03 16:42:16	2024-12-31	SOWG	Sow Good Inc.	Goldfarb Claudia	CEO, 10%	P - Purchase	$2.05	+12,374	2,169,337	+1%	+$25,367				
	2025-01-03 16:41:41	2024-12-30	RICK	Rci Hospitality Holdings, Inc.	Elaine Johnson Martin	Dir	P - Purchase	$57.36	+26	11,184	0%	+$1,491				
	2025-01-03 16:30:18	2024-12-31	XOMA	Xoma Royalty Corp	Sitko Bradley	Chief Investment Officer	P - Purchase	$25.90	+300	13,044	+2%	+$7,770				
	2025-01-03 16:15:03	2024-12-18	EVTV	Envirotech Vehicles, Inc.	Maddox Jason	Pres	P - Purchase	$0.00	+3,100,000	3,100,000	New	+$0				
	2025-01-03 16:02:26	2024-12-09	TMUS	T-Mobile Us, Inc.	Almeida Andre	Dir	P - Purchase	$235.72	+3,808	3,808	New	+$897,528				
	2025-01-03 15:10:08	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	Nechamkin Michael Bennett	Sub-Adviser Inv Comm Member	P - Purchase	$25.34	+710	12,577	+6%	+$18,000				
	2025-01-03 15:08:16	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	Gordon Andrew David	Sub-Adviser Inv Comm Member	P - Purchase	$25.34	+1,184	21,025	+6%	+$30,000				
	2025-01-03 15:05:49	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	Gleason Sean Michael	Sub-Adviser Inv Comm Member	P - Purchase	$25.34	+237	4,196	+6%	+$6,000				
	2025-01-03 15:03:42	2024-12-31	OCTIX	Octagon Xai Clo Income Fund	Octagon Credit Investors, LLC	Sub-Adviser	P - Purchase	$25.34	+5,328	94,507	+6%	+$135,000				
	2025-01-03 14:06:33	2024-12-31	ACUT	Accustem Sciences Inc.	Cerrone Gabriele M	Dir, 10%	P - Purchase	$0.38	+100,000	4,719,957	+2%	+$38,100				
AM	2025-01-03 12:18:51	2024-12-31	ASA	Asa Gold & Precious Metals Ltd	Merk Alexander	COO	P - Purchase	$20.79	+14,441	163,253	+10%	+$300,220				
A	2025-01-03 11:29:52	2024-12-27	PRTFT	Tax Free Target Maturity Fund For Puerto Rico Residents, Inc.	Rad Investments LLC	10%	P - Purchase	$0.68	+10,333	3,825,592	0%	+$7,026				
M	2025-01-03 10:37:29	2024-12-31	ASA	Asa Gold & Precious Metals Ltd	Merk Alexander	COO	P - Purchase	$20.79	+14,441	176,608	+9%	+$300,220				
